trial_id,short_trial_name,safety_concept,source_pair,five_state_status,generated_comparison_count,grade_A_or_B_count,confirmed_analysis_ready_count,grade_C_count
TRIAL016,MIRASOL,any_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL016,MIRASOL,grade_3_or_higher_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL016,MIRASOL,grade_3_or_higher_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL016,MIRASOL,grade_3_or_higher_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL016,MIRASOL,serious_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL016,MIRASOL,serious_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL016,MIRASOL,serious_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL016,MIRASOL,fatal_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL016,MIRASOL,fatal_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL016,MIRASOL,fatal_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL016,MIRASOL,adverse_event_leading_to_discontinuation,publication vs FDA review,unavailable,0,0,0,0
TRIAL016,MIRASOL,adverse_event_leading_to_discontinuation,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL016,MIRASOL,adverse_event_leading_to_discontinuation,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL016,MIRASOL,dose_interruption,publication vs FDA review,unavailable,0,0,0,0
TRIAL016,MIRASOL,dose_interruption,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL016,MIRASOL,dose_interruption,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL016,MIRASOL,dose_reduction,publication vs FDA review,unavailable,0,0,0,0
TRIAL016,MIRASOL,dose_reduction,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL016,MIRASOL,dose_reduction,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL017,DREAMM-7,any_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL017,DREAMM-7,any_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL017,DREAMM-7,any_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL017,DREAMM-7,grade_3_or_higher_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL017,DREAMM-7,grade_3_or_higher_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL017,DREAMM-7,grade_3_or_higher_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL017,DREAMM-7,serious_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL017,DREAMM-7,serious_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL017,DREAMM-7,serious_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL017,DREAMM-7,fatal_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL017,DREAMM-7,fatal_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL017,DREAMM-7,fatal_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL017,DREAMM-7,adverse_event_leading_to_discontinuation,publication vs FDA review,unavailable,0,0,0,0
TRIAL017,DREAMM-7,adverse_event_leading_to_discontinuation,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL017,DREAMM-7,adverse_event_leading_to_discontinuation,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL017,DREAMM-7,dose_interruption,publication vs FDA review,unavailable,0,0,0,0
TRIAL017,DREAMM-7,dose_interruption,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL017,DREAMM-7,dose_interruption,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL017,DREAMM-7,dose_reduction,publication vs FDA review,unavailable,0,0,0,0
TRIAL017,DREAMM-7,dose_reduction,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL017,DREAMM-7,dose_reduction,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL018,DREAMM-8,any_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL018,DREAMM-8,any_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL018,DREAMM-8,any_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL018,DREAMM-8,grade_3_or_higher_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL018,DREAMM-8,grade_3_or_higher_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL018,DREAMM-8,grade_3_or_higher_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL018,DREAMM-8,serious_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL018,DREAMM-8,serious_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL018,DREAMM-8,serious_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL018,DREAMM-8,fatal_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL018,DREAMM-8,fatal_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL018,DREAMM-8,fatal_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL018,DREAMM-8,adverse_event_leading_to_discontinuation,publication vs FDA review,unavailable,0,0,0,0
TRIAL018,DREAMM-8,adverse_event_leading_to_discontinuation,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL018,DREAMM-8,adverse_event_leading_to_discontinuation,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL018,DREAMM-8,dose_interruption,publication vs FDA review,unavailable,0,0,0,0
TRIAL018,DREAMM-8,dose_interruption,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL018,DREAMM-8,dose_interruption,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL018,DREAMM-8,dose_reduction,publication vs FDA review,unavailable,0,0,0,0
TRIAL018,DREAMM-8,dose_reduction,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL018,DREAMM-8,dose_reduction,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,any_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,any_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL019,TROPION-Breast01,any_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,grade_3_or_higher_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,grade_3_or_higher_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL019,TROPION-Breast01,grade_3_or_higher_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,serious_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,serious_adverse_event,publication vs ClinicalTrials.gov,reported_but_non_comparable,4,0,0,4
TRIAL019,TROPION-Breast01,serious_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,fatal_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,fatal_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL019,TROPION-Breast01,fatal_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,adverse_event_leading_to_discontinuation,publication vs FDA review,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,adverse_event_leading_to_discontinuation,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL019,TROPION-Breast01,adverse_event_leading_to_discontinuation,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,dose_interruption,publication vs FDA review,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,dose_interruption,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL019,TROPION-Breast01,dose_interruption,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,dose_reduction,publication vs FDA review,unavailable,0,0,0,0
TRIAL019,TROPION-Breast01,dose_reduction,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL019,TROPION-Breast01,dose_reduction,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,any_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,any_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL020,TROPION-Lung05,any_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,grade_3_or_higher_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,grade_3_or_higher_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL020,TROPION-Lung05,grade_3_or_higher_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,serious_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,serious_adverse_event,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL020,TROPION-Lung05,serious_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,fatal_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,fatal_adverse_event,publication vs ClinicalTrials.gov,reported_but_non_comparable,1,0,0,1
TRIAL020,TROPION-Lung05,fatal_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,adverse_event_leading_to_discontinuation,publication vs FDA review,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,adverse_event_leading_to_discontinuation,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL020,TROPION-Lung05,adverse_event_leading_to_discontinuation,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,dose_interruption,publication vs FDA review,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,dose_interruption,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL020,TROPION-Lung05,dose_interruption,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,dose_reduction,publication vs FDA review,unavailable,0,0,0,0
TRIAL020,TROPION-Lung05,dose_reduction,publication vs ClinicalTrials.gov,not_reported_in_both_sources,0,0,0,0
TRIAL020,TROPION-Lung05,dose_reduction,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,any_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,any_adverse_event,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,any_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,grade_3_or_higher_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,grade_3_or_higher_adverse_event,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,grade_3_or_higher_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,serious_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,serious_adverse_event,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,serious_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,fatal_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,fatal_adverse_event,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,fatal_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,adverse_event_leading_to_discontinuation,publication vs FDA review,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,adverse_event_leading_to_discontinuation,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,adverse_event_leading_to_discontinuation,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,dose_interruption,publication vs FDA review,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,dose_interruption,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,dose_interruption,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,dose_reduction,publication vs FDA review,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,dose_reduction,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL021,LUMINOSITY,dose_reduction,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,any_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,any_adverse_event,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,any_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,grade_3_or_higher_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,grade_3_or_higher_adverse_event,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,grade_3_or_higher_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,serious_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,serious_adverse_event,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,serious_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,fatal_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,fatal_adverse_event,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,fatal_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,adverse_event_leading_to_discontinuation,publication vs FDA review,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,adverse_event_leading_to_discontinuation,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,adverse_event_leading_to_discontinuation,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,dose_interruption,publication vs FDA review,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,dose_interruption,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,dose_interruption,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,dose_reduction,publication vs FDA review,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,dose_reduction,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL022,TROPION-Breast02,dose_reduction,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,any_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL023,CADENZA,any_adverse_event,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,any_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,grade_3_or_higher_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL023,CADENZA,grade_3_or_higher_adverse_event,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,grade_3_or_higher_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,serious_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL023,CADENZA,serious_adverse_event,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,serious_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,fatal_adverse_event,publication vs FDA review,unavailable,0,0,0,0
TRIAL023,CADENZA,fatal_adverse_event,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,fatal_adverse_event,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,adverse_event_leading_to_discontinuation,publication vs FDA review,unavailable,0,0,0,0
TRIAL023,CADENZA,adverse_event_leading_to_discontinuation,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,adverse_event_leading_to_discontinuation,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,dose_interruption,publication vs FDA review,unavailable,0,0,0,0
TRIAL023,CADENZA,dose_interruption,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,dose_interruption,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,dose_reduction,publication vs FDA review,unavailable,0,0,0,0
TRIAL023,CADENZA,dose_reduction,publication vs ClinicalTrials.gov,unavailable,0,0,0,0
TRIAL023,CADENZA,dose_reduction,FDA review vs ClinicalTrials.gov,unavailable,0,0,0,0
